dish_id,split,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1558641989,test,13.75,55.0,0.165,2.75,0.99
dish_1558642021,test,228.899994,421.0,3.317,52.488003,5.78
dish_1558642089,test,39.360001,96.0,0.192,9.6,0.864
dish_1558642420,test,38.950001,95.0,0.19,9.5,0.855
dish_1558642458,test,23.0,92.0,0.276,4.6,1.656
dish_1558642490,test,61.950001,187.0,0.466,14.1,2.511
dish_1558717604,test,73.839996,142.0,0.284,19.879999,0.426
dish_1558717886,test,73.839996,142.0,0.284,19.879999,0.426
dish_1558718009,test,25.84,76.0,0.152,6.08,0.608
dish_1558718051,test,24.25,97.0,0.291,4.85,1.746
dish_1558718088,test,219.419983,405.0,2.887,50.610001,5.57
dish_1558718587,test,10.25,41.0,0.123,2.05,0.738
dish_1558718610,test,113.527,107.0,2.568,23.539999,3.317
dish_1558718649,test,25.84,76.0,0.152,6.08,0.608
dish_1558718680,test,132.962997,23.0,11.385,5.221,5.152
dish_1558718906,test,282.580017,247.0,14.228001,36.890999,9.815001
dish_1558718974,test,422.013,73.0,36.135002,16.570999,16.352001
dish_1558719040,test,31.960001,94.0,0.188,7.52,0.752
dish_1558719066,test,73.839996,142.0,0.284,19.879999,0.426
dish_1558719097,test,19.26,107.0,0.214,4.173,0.963
dish_1558719145,test,547.072998,416.0,36.821003,48.143997,18.493002
dish_1558719298,test,265.925995,46.0,22.77,10.441999,10.304
dish_1558719336,test,24.25,97.0,0.291,4.85,1.746
dish_1558719377,test,73.839996,142.0,0.284,19.879999,0.426
dish_1558719401,test,51.988998,49.0,1.176,10.78,1.519
dish_1558719514,test,433.285004,430.0,24.713001,49.695995,14.859
dish_1558719570,test,74.360001,143.0,0.286,20.02,0.429
dish_1558719994,test,768.873047,133.0,65.834999,30.191,29.792002
dish_1558720097,test,30.34,74.0,0.148,7.4,0.666
dish_1558720133,test,14.25,57.0,0.171,2.85,1.026
dish_1558720236,test,887.823059,407.0,66.440002,60.460999,31.913002
dish_1558720289,test,20.0,80.0,0.24,4.0,1.44
dish_1558720335,test,15.64,46.0,0.092,3.68,0.368
dish_1558720364,test,73.839996,142.0,0.284,19.879999,0.426
dish_1558720396,test,95.489998,90.0,2.16,19.799999,2.79
dish_1558721272,test,29.52,72.0,0.144,7.2,0.648
dish_1558721323,test,31.620001,93.0,0.186,7.44,0.744
dish_1558721345,test,19.5,78.0,0.234,3.9,1.404
dish_1558721380,test,19.26,107.0,0.214,4.173,0.963
dish_1558721434,test,99.900002,350.0,0.778,22.713001,3.759
dish_1558721484,test,11.160001,62.0,0.124,2.418,0.558
dish_1558721533,test,18.700001,55.0,0.11,4.4,0.44
dish_1558721559,test,37.720001,92.0,0.184,9.2,0.828
dish_1558721587,test,95.489998,90.0,2.16,19.799999,2.79
dish_1558721636,test,163.069992,299.0,2.578,35.818001,4.616
dish_1558721669,test,24.25,97.0,0.291,4.85,1.746
dish_1558721700,test,19.040001,56.0,0.112,4.48,0.448
dish_1558721726,test,74.360001,143.0,0.286,20.02,0.429
dish_1558721757,test,768.873047,133.0,65.834999,30.191,29.792002
dish_1558721827,test,886.523071,429.0,66.524002,59.541,32.415001
dish_1558721904,test,74.360001,143.0,0.286,20.02,0.429
dish_1558721931,test,13.25,53.0,0.159,2.65,0.954
dish_1558721959,test,11.160001,62.0,0.124,2.418,0.558
dish_1558721980,test,26.860001,79.0,0.158,6.32,0.632
dish_1558722068,test,179.210999,31.0,15.345,7.037,6.944
dish_1558722103,test,304.841003,368.0,16.072001,38.445,9.517
dish_1558722125,test,497.166016,86.0,42.57,19.521999,19.264
dish_1558722171,test,24.25,97.0,0.291,4.85,1.746
dish_1558722207,test,83.199997,160.0,0.32,22.4,0.48
dish_1558722247,test,604.616028,343.0,43.181,46.771999,21.49
dish_1558722322,test,37.720001,92.0,0.184,9.2,0.828
dish_1558722370,test,19.75,79.0,0.237,3.95,1.422
dish_1558722398,test,83.719994,161.0,0.322,22.540001,0.483
dish_1558722434,test,8.46,47.0,0.094,1.833,0.423
dish_1558722473,test,149.649994,379.0,0.837,37.523003,3.156
dish_1558722636,test,30.75,75.0,0.15,7.5,0.675
dish_1558722665,test,15.0,60.0,0.18,3.0,1.08
dish_1558722685,test,25.84,76.0,0.152,6.08,0.608
dish_1558722707,test,19.26,107.0,0.214,4.173,0.963
dish_1558722748,test,51.988998,49.0,1.176,10.78,1.519
dish_1558722780,test,142.838989,367.0,1.872,31.532999,4.845
dish_1558722842,test,10.440001,58.0,0.116,2.262,0.522
dish_1558722871,test,15.0,60.0,0.18,3.0,1.08
dish_1558722883,test,15.0,60.0,0.18,3.0,1.08
dish_1558722906,test,95.489998,90.0,2.16,19.799999,2.79
dish_1558722931,test,439.356018,76.0,37.619999,17.251999,17.024
dish_1558722968,test,560.286011,284.0,40.076,42.313999,21.416
dish_1558723047,test,31.620001,93.0,0.186,7.44,0.744
dish_1558723073,test,16.200001,90.0,0.18,3.51,0.81
dish_1558723096,test,16.5,66.0,0.198,3.3,1.188
dish_1558723123,test,51.988998,49.0,1.176,10.78,1.519
dish_1558723414,test,51.988998,49.0,1.176,10.78,1.519
dish_1558723449,test,74.360001,143.0,0.286,20.02,0.429
dish_1558723475,test,22.780001,67.0,0.134,5.36,0.536
dish_1558723512,test,15.99,39.0,0.078,3.9,0.351
dish_1558723537,test,14.5,58.0,0.174,2.9,1.044
dish_1558723568,test,179.618988,356.0,1.848,42.959999,3.879
dish_1558723639,test,10.25,41.0,0.123,2.05,0.738
dish_1558723671,test,38.130001,93.0,0.186,9.3,0.837
dish_1558723695,test,95.489998,90.0,2.16,19.799999,2.79
dish_1558723719,test,231.240005,40.0,19.799999,9.08,8.96
dish_1558723742,test,375.109985,264.0,22.268999,40.23,13.325
dish_1558723777,test,74.360001,143.0,0.286,20.02,0.429
dish_1558723818,test,113.527,107.0,2.568,23.539999,3.317
dish_1558723847,test,554.976013,96.0,47.52,21.792,21.504002
dish_1558723866,test,14.75,59.0,0.177,2.95,1.062
dish_1558723894,test,757.612976,405.0,50.550999,68.302002,26.312002
dish_1558723926,test,19.26,107.0,0.214,4.173,0.963
dish_1558723960,test,13.0,52.0,0.156,2.6,0.936
dish_1558723982,test,294.830994,51.0,25.245001,11.577,11.424001
dish_1558724005,test,31.620001,93.0,0.186,7.44,0.744
dish_1558724031,test,358.710999,303.0,25.801001,25.789999,14.067
dish_1558724574,test,50.740002,118.0,0.354,10.620001,4.012
dish_1558724607,test,54.720001,152.0,0.152,13.68,0.76
dish_1558724633,test,32.899998,94.0,0.376,6.58,2.256
dish_1558724658,test,138.360001,364.0,0.882,30.880001,7.028
dish_1558724689,test,19.75,79.0,0.237,3.95,1.422
dish_1558724723,test,39.200001,112.0,0.448,7.84,2.688
dish_1558724766,test,83.719994,161.0,0.322,22.540001,0.483
dish_1558724799,test,142.669998,352.0,1.007,34.330002,4.593
dish_1558724853,test,50.740002,118.0,0.354,10.620001,4.012
dish_1558724891,test,83.719994,161.0,0.322,22.540001,0.483
dish_1558724912,test,30.75,75.0,0.15,7.5,0.675
dish_1558724932,test,416.231995,72.0,35.639999,16.344,16.128
dish_1558724959,test,581.441956,426.0,36.466,57.004002,21.298
dish_1558724992,test,456.699005,79.0,39.105,17.933001,17.696001
dish_1558725049,test,43.0,100.0,0.3,9.0,3.4
dish_1558725085,test,54.360001,151.0,0.151,13.59,0.755
dish_1558725112,test,554.059021,330.0,39.556,40.523003,21.851
dish_1558725193,test,763.092041,132.0,65.340004,29.964001,29.568001
dish_1558725226,test,19.75,79.0,0.237,3.95,1.422
dish_1558725253,test,33.950001,97.0,0.388,6.79,2.328
dish_1558725286,test,816.792053,308.0,65.965004,40.704002,33.318001
dish_1558725353,test,40.420002,94.0,0.282,8.46,3.196
dish_1558725403,test,289.050018,50.0,24.75,11.35,11.200001
dish_1558725576,test,19.75,79.0,0.237,3.95,1.422
dish_1558725621,test,349.220032,223.0,25.268999,23.760002,15.818001
dish_1558725702,test,50.310001,117.0,0.351,10.530001,3.978
dish_1558725734,test,30.75,75.0,0.15,7.5,0.675
dish_1558725760,test,83.719994,161.0,0.322,22.540001,0.483
dish_1558725786,test,113.527,107.0,2.568,23.539999,3.317
dish_1558725829,test,278.307007,460.0,3.391,64.110001,8.453
dish_1559059924,test,108.199997,20.0,8.4,0.28,7.4
dish_1559059954,test,108.199997,20.0,8.4,0.28,7.4
dish_1559059992,test,71.440002,94.0,0.0,16.92,0.94
dish_1559060055,test,26.730001,81.0,0.243,6.48,0.567
dish_1559060106,test,206.369995,195.0,8.643,23.68,8.907001
dish_1559061675,test,24.900002,83.0,0.166,6.308,0.498
dish_1559061752,test,192.819992,124.0,13.02,1.488,15.5
dish_1559062005,test,113.909996,30.0,8.429999,0.93,8.73
dish_1559062051,test,56.239998,74.0,0.0,13.320001,0.74
dish_1559062082,test,387.869995,311.0,21.615999,22.046001,25.468
dish_1559149615,test,124.429993,23.0,9.66,0.322,8.51
dish_1559149650,test,26.24,64.0,0.128,6.4,0.576
dish_1559149688,test,281.454987,181.0,19.004999,2.172,22.625
dish_1559149719,test,432.125,268.0,28.792999,8.894,31.711
dish_1559157454,test,34.564575,28.0,3.284461,1.127364,0.671958
dish_1559157777,test,2.53,11.0,0.044,0.396,0.319
dish_1559157919,test,37.094574,39.0,3.328461,1.523364,0.990958
dish_1559158263,test,40.73682,33.0,3.870972,1.328679,0.79195
dish_1559158354,test,21.0,60.0,0.24,4.2,1.44
dish_1559158425,test,2.99,13.0,0.052,0.468,0.377
dish_1559172356,test,313.103912,176.0,15.885429,6.928988,32.684391
dish_1559232986,test,189.349991,35.0,14.7,0.49,12.95
dish_1559233055,test,25.194,39.0,1.326,1.248,2.379
dish_1559233102,test,183.520004,124.0,13.64,1.984,12.400001
dish_1559233144,test,398.063995,198.0,29.666,3.722,27.729
dish_1559233445,test,24.5,49.0,0.049,6.37,0.245
dish_1559233570,test,16.83,51.0,0.153,4.08,0.357
dish_1559233627,test,64.919998,12.0,5.04,0.168,4.44
dish_1559233715,test,83.599998,110.0,0.0,19.800001,1.1
dish_1559233756,test,189.850006,222.0,5.242,30.417999,6.142
dish_1559235639,test,33.990002,103.0,0.309,8.24,0.721
dish_1559235690,test,172.604996,111.0,11.655,1.332,13.875
dish_1559235771,test,145.800003,54.0,4.32,21.762001,5.0328
dish_1559235815,test,352.39502,268.0,16.284,31.334002,19.628799
dish_1559238435,test,115.544006,202.0,0.202,30.703999,0.808
dish_1559238481,test,59.689999,127.0,0.127,15.24,1.143
dish_1559238566,test,62.130001,109.0,0.327,15.26,0.763
dish_1559238608,test,237.364014,438.0,0.656,61.203999,2.714
dish_1559238993,test,61.559998,108.0,0.324,15.12,0.756
dish_1559239151,test,9.2,40.0,0.16,1.44,1.16
dish_1559239256,test,60.16,128.0,0.128,15.36,1.152
dish_1559239369,test,130.919998,276.0,0.612,31.919998,3.068
dish_1559239753,test,26.545507,54.0,0.638884,5.326569,0.479778
dish_1559239912,test,60.16,128.0,0.128,15.36,1.152
dish_1559239985,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559240089,test,202.821503,385.0,0.969884,51.542568,2.443778
dish_1559240256,test,18.9,54.0,0.216,3.78,1.296
dish_1559240382,test,20.646505,42.0,0.496909,4.142887,0.373161
dish_1559240441,test,19.470001,59.0,0.177,4.72,0.413
dish_1559240510,test,73.51651,213.0,1.063909,15.542887,3.126161
dish_1559240875,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559240908,test,60.16,128.0,0.128,15.36,1.152
dish_1559240987,test,25.070757,51.0,0.60339,5.030649,0.453124
dish_1559241099,test,201.346771,382.0,0.93439,51.246647,2.417124
dish_1559242066,test,26.053925,53.0,0.627052,5.227929,0.470893
dish_1559242155,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559242221,test,659.033997,114.0,56.43,25.878,25.536001
dish_1559242568,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559243139,test,26.053925,53.0,0.627052,5.227929,0.470893
dish_1559243704,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559243887,test,289.050018,50.0,24.75,11.35,11.200001
dish_1559243974,test,431.21994,306.0,25.580051,47.433929,12.482895
dish_1559244305,test,113.066399,64.0,7.04521,9.832837,3.483331
dish_1559244417,test,72.832504,59.0,6.920829,2.375517,1.415911
dish_1559244546,test,469.942139,281.0,13.549142,6.330505,75.774841
dish_1559244598,test,250.919998,51.0,12.75,33.149998,2.601
dish_1559244649,test,906.761047,455.0,40.265182,51.688858,83.275085
dish_1559245589,test,25.562342,52.0,0.615221,5.129289,0.462009
dish_1559245654,test,115.544006,202.0,0.202,30.703999,0.808
dish_1559245697,test,163.716354,289.0,2.007221,36.953289,3.405009
dish_1559245801,test,60.989998,107.0,0.321,14.98,0.749
dish_1559245848,test,59.689999,127.0,0.127,15.24,1.143
dish_1559245920,test,14.25,57.0,0.171,2.85,1.026
dish_1559245979,test,116.116005,203.0,0.203,30.855999,0.812
dish_1559246053,test,251.04599,494.0,0.822,63.925999,3.73
dish_1559319826,test,45.029999,79.0,0.237,11.06,0.553
dish_1559319860,test,70.330002,13.0,5.46,0.182,4.81
dish_1559319902,test,8.5,17.0,0.017,2.21,0.085
dish_1559319971,test,72.959999,96.0,0.0,17.280001,0.96
dish_1559320019,test,196.820007,205.0,5.714,30.732002,6.408
dish_1559332418,test,482.108826,271.0,24.459951,10.669066,50.326538
dish_1559332487,test,19.110001,98.0,0.441,3.822,0.833
dish_1559332795,test,39.368401,39.0,3.721487,1.441863,0.531219
dish_1559332822,test,540.587341,408.0,28.622438,15.932929,51.690758
dish_1559578551,test,124.429993,23.0,9.66,0.322,8.51
dish_1559578579,test,142.579987,78.0,9.825,4.722,8.895
dish_1559578599,test,229.97998,193.0,9.825,25.422001,10.045
dish_1559581236,test,296.926727,212.0,21.685364,4.042251,19.817259
dish_1559581333,test,415.946747,234.0,30.925364,4.350251,27.957258
dish_1559581356,test,436.946686,294.0,31.165363,8.55025,29.397259
dish_1559581378,test,705.734741,372.0,52.459366,11.82625,44.451256
dish_1559585533,test,12.95,37.0,0.148,2.59,0.888
dish_1559589873,test,11.88,54.0,0.162,1.782,1.674
dish_1559589902,test,16.368,76.0,0.184,2.64,2.158
dish_1559589942,test,290.348022,179.0,10.175,36.630001,13.488
dish_1559590005,test,360.832489,241.0,16.641808,39.46653,14.747198
dish_1559590031,test,402.746216,269.0,19.749413,42.538006,15.597241
dish_1559590130,test,194.405991,152.0,4.107,1.521,35.888
dish_1559590157,test,230.485992,234.0,5.829,5.047,38.512001
dish_1559590202,test,316.725983,311.0,5.983,22.757,41.438
dish_1559593646,test,55.385956,37.0,4.106483,4.05874,1.123272
dish_1559593722,test,140.562927,106.0,12.200334,6.836887,2.779168
dish_1559593746,test,156.962936,186.0,12.440333,9.556887,3.499168
dish_1559593794,test,450.561432,380.0,25.549509,14.105441,40.378578
dish_1559667948,test,153.900009,57.0,4.56,22.971003,5.3124
dish_1559667973,test,334.460022,179.0,17.98,24.923002,17.5124
dish_1559667994,test,445.299988,213.0,25.459999,35.803001,18.3964
dish_1559668016,test,469.059998,279.0,25.525999,41.743,18.7264
dish_1559668238,test,290.139984,89.0,19.58,28.48,2.314
dish_1559668272,test,512.140015,239.0,36.080002,30.879999,17.313999
dish_1559668314,test,551.546021,300.0,38.153999,32.832001,21.035
dish_1559674074,test,140.980011,53.0,5.141,17.49,5.83
dish_1559674689,test,63.720001,177.0,0.177,15.93,0.885
dish_1559674781,test,81.660004,203.0,0.229,20.610001,1.067
dish_1559674866,test,125.660004,303.0,2.329,24.91,4.267
dish_1559675101,test,13.33,31.0,0.093,2.79,1.054
dish_1559675146,test,19.07,45.0,0.121,4.19,1.18
dish_1559675178,test,28.970001,100.0,0.231,6.335,1.675
dish_1559675234,test,36.970001,120.0,0.271,8.135,2.075
dish_1559675268,test,39.370003,144.0,0.271,8.615,2.315
dish_1559678083,test,75.812004,66.0,7.072568,2.976039,0.998628
dish_1559678104,test,99.962006,135.0,7.348568,7.806039,2.654628
dish_1559678127,test,108.642006,170.0,7.418569,9.871039,3.004627
dish_1559678146,test,348.57666,284.0,21.192875,13.254406,26.293562
dish_1559678330,test,169.694122,150.0,16.186766,5.269608,3.199019
dish_1559678367,test,192.444122,215.0,16.446766,9.819608,4.75902
dish_1559678405,test,552.346069,386.0,37.108223,14.894657,39.692425
dish_1559678457,test,624.236084,465.0,37.50322,29.983656,43.010422
dish_1559678629,test,89.376663,80.0,8.445811,6.143951,9.622075
dish_1559678651,test,107.856659,122.0,9.32781,7.949951,10.966075
dish_1559700851,test,61.089886,54.0,5.827236,1.897059,1.151647
dish_1559751458,test,152.643005,123.0,0.246,36.161999,1.968
dish_1559751552,test,227.313004,254.0,0.639,54.501999,2.885
dish_1559751710,test,37.619999,66.0,0.198,9.24,0.462
dish_1559751744,test,227.329987,188.0,13.007999,10.704,15.712
dish_1559751775,test,309.235992,254.0,13.139999,30.107998,16.768
dish_1559751801,test,451.635986,343.0,22.040001,32.778,29.228001
dish_1559838214,test,43.279999,8.0,3.36,0.112,2.96
dish_1559838279,test,103.699997,114.0,3.678,14.952001,3.702
dish_1559838402,test,222.759506,233.0,3.797,43.154999,5.249
dish_1559841023,test,73.599998,46.0,4.6,1.38,6.44
dish_1559841061,test,96.389999,99.0,4.865,6.256,7.182
dish_1559841091,test,163.423492,166.0,4.932,22.135,8.053
dish_1559841127,test,339.543488,285.0,18.021999,24.039,19.953001
dish_1559841163,test,357.043518,335.0,18.222002,27.539,21.153002
dish_1559841571,test,18.799999,5.0,0.335,3.65,0.6
dish_1559841781,test,45.019997,43.0,0.411,10.49,0.866
dish_1559841808,test,73.110001,96.0,0.57,17.379999,1.29
dish_1559841870,test,114.972008,201.0,0.201,30.551998,0.804
dish_1559841891,test,163.962006,272.0,0.343,43.332001,1.301
dish_1559841908,test,175.162018,304.0,0.471,45.571999,2.069
dish_1559841950,test,11.2,32.0,0.128,2.24,0.768
dish_1559841979,test,39.289997,85.0,0.287,9.13,1.192
dish_1559842047,test,153.690002,285.0,0.487,39.529999,1.992
dish_1559842274,test,306.393005,53.0,26.235001,12.031,11.872001
dish_1559842326,test,334.483002,106.0,26.394001,18.921,12.296
dish_1559842374,test,345.333008,137.0,26.518002,21.091,13.040001
dish_1559842409,test,359.192993,179.0,26.644001,24.451,13.334001
dish_1559843030,test,25.410002,77.0,0.231,6.16,0.539
dish_1559843052,test,53.5,130.0,0.39,13.049999,0.963
dish_1559843185,test,64.349998,161.0,0.514,15.219999,1.707
dish_1559843222,test,111.269997,229.0,0.65,27.460001,2.183
dish_1559843335,test,25.410002,77.0,0.231,6.16,0.539
dish_1559843492,test,31.710001,95.0,0.303,7.42,0.971
dish_1559843690,test,61.740002,134.0,0.342,14.05,1.751
dish_1559843715,test,176.140015,334.0,0.542,44.450001,2.551
dish_1559844030,test,25.410002,77.0,0.231,6.16,0.539
dish_1559844063,test,139.810013,277.0,0.431,36.559998,1.339
dish_1559844090,test,168.430008,331.0,0.593,43.579998,1.771
dish_1559844113,test,312.955017,356.0,12.968,49.254997,7.371
dish_1559844272,test,462.480011,80.0,39.599998,18.16,17.92
dish_1559844323,test,518.369995,161.0,39.761997,32.740002,18.487
dish_1559844366,test,529.220032,192.0,39.885998,34.91,19.230999
dish_1559844458,test,55.889999,81.0,0.162,14.580001,0.567
dish_1559844479,test,83.449997,133.0,0.318,21.34,0.983
dish_1559844490,test,108.360001,180.0,0.459,27.450001,1.359
dish_1559844506,test,98.959999,180.0,0.459,25.1,1.312
dish_1559844611,test,55.889999,81.0,0.162,14.580001,0.567
dish_1559844657,test,122.110001,167.0,0.248,29.200001,2.287
dish_1559844683,test,132.959991,198.0,0.372,31.370003,3.031
dish_1559844928,test,66.220001,86.0,0.086,14.62,1.72
dish_1559844951,test,274.335999,122.0,17.906,22.792,9.784
dish_1559845018,test,302.425995,175.0,18.065001,29.681999,10.208
dish_1559845046,test,313.625977,207.0,18.192999,31.922001,10.976
dish_1559845290,test,66.220001,86.0,0.086,14.62,1.72
dish_1559845370,test,94.309998,139.0,0.245,21.51,2.144
dish_1559845399,test,107.18,178.0,0.362,24.630001,2.417
dish_1559845513,test,222.152008,379.0,0.563,55.181995,3.221
dish_1559845745,test,208.141998,322.0,0.322,51.121998,3.224
dish_1559845767,test,236.23201,375.0,0.481,58.011997,3.648
dish_1559846034,test,11.2,32.0,0.128,2.24,0.768
dish_1559846073,test,39.289997,85.0,0.287,9.13,1.192
dish_1559846099,test,206.938995,114.0,14.642001,15.712999,7.688
dish_1559846311,test,114.972008,201.0,0.201,30.551998,0.804
dish_1559846334,test,126.172005,233.0,0.329,32.792,1.572
dish_1559846363,test,154.262009,286.0,0.488,39.681999,1.996
dish_1559846450,test,114.972008,201.0,0.201,30.551998,0.804
dish_1559846504,test,126.172005,233.0,0.329,32.792,1.572
dish_1559846528,test,322.726013,267.0,17.159,40.509998,9.188
dish_1559846585,test,114.972008,201.0,0.201,30.551998,0.804
dish_1559846688,test,82.832451,73.0,7.752181,3.110637,1.291914
dish_1559846825,test,252.700012,95.0,9.215,31.35,10.45
dish_1559848857,test,28.089998,53.0,0.159,6.89,0.424
dish_1559848882,test,143.062012,254.0,0.36,37.441998,1.228
dish_1559848929,test,189.292007,321.0,0.494,49.501999,1.697
dish_1559849020,test,46.23,67.0,0.134,12.06,0.469
dish_1559849053,test,381.528015,125.0,28.844002,25.226002,13.461
dish_1559849097,test,495.928009,325.0,29.044003,55.626003,14.261001
dish_1559849412,test,352.641022,61.0,30.195,13.847,13.664001
dish_1559849466,test,467.613037,262.0,30.396,44.398998,14.468
dish_1559849497,test,521.433044,340.0,30.552,58.438999,15.014
dish_1559849537,test,549.52301,393.0,30.711,65.328995,15.438001
dish_1559850283,test,271.707001,47.0,23.264999,10.669,10.528
dish_1559850314,test,296.617004,100.0,23.317999,17.028999,11.005
dish_1559850338,test,307.117004,130.0,23.438,19.129,11.725
dish_1559925037,test,54.099998,10.0,4.2,0.14,3.7
dish_1559925083,test,125.135506,81.0,4.271,16.966999,4.623
dish_1559925174,test,88.349998,155.0,0.465,21.700001,1.085
dish_1559932674,test,58.279999,124.0,0.124,14.88,1.116
dish_1559933793,test,56.676903,111.0,1.420199,9.842957,3.716384
dish_1559933818,test,115.066795,154.0,6.580434,12.20121,5.03466
dish_1559933834,test,775.029236,458.0,51.820778,22.731771,54.541294
dish_1559934477,test,25.08,57.0,1.197,2.451,1.824
